Peak,Elev-M,Prom-M,Country,State/Prov,County,Range,Url,PeakBagger PID,Latitude,Longitude,note,osmId,safeToCreate
Kings Hill,569,219,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=229950,229950,-41.344,146.231,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kings Hill),,false
Knockup,761,201,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=120001,120001,-41.272,147.404,unresolved: no confident spatial match and no strong-name match,,true
Kunanyi,1271,710,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11535,11535,-42.89601,147.237298,matched via strong spatial match,123026960,false
Lancelot Hill,618,318,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78083,78083,-42.549571,145.939744,unresolved: no confident spatial match and no strong-name match,,true
Lawson Range,558,358,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78046,78046,-42.96239,145.695877,unresolved: no confident spatial match and no strong-name match,,true
Legges Tor,1573,1302,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11507,11507,-41.532054,147.658339,matched via strong spatial match,2360064004,false
Lichen Hill,573,569,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76571,76571,-43.068086,147.938345,unresolved: no confident spatial match and no strong-name match (nearest 979.5m),,true
Little Farrell,543,153,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77023,77023,-41.766887,145.634261,unresolved: no confident spatial match and no strong-name match,,true
Lodders Lookout,430,250,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77802,77802,-42.019936,145.439394,unresolved: no confident spatial match and no strong-name match,,true
Lodders Lookout,430,250,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77802,77802,-42.019936,145.439394,unresolved: no confident spatial match and no strong-name match,,true
Loddon Bluff,1220,350,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76440,76440,-42.274749,146.096152,matched via strong spatial match,2374612064,false
Lone Hill,505,325,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78267,78267,-43.390018,146.350958,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Lobb Hill; 0 Pine Hill; 0 Looney Hill, ...)",,false
Longback,520,240,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119859,119859,-41.546,145.096,"matched via exact name (spatial diff: 93.6m, elev diff: 2m)",3008760088,false
Loongana Range,895,333,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=49541,49541,-41.386662,145.951406,unresolved: no confident spatial match and no strong-name match,,true
Lorkins Lookout,1034,344,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77970,77970,-42.746445,146.724579,matched via strong spatial match,2418790349,false
Loyetea Peak,706,176,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100846,100846,-41.317263,145.957264,matched via strong spatial match,2348643723,false
Lune Sugarloaf,514,264,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78249,78249,-43.467638,146.875749,matched via strong spatial match,2938842649,false
Maatsuyker Island High Point,284,284,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74116,74116,-43.6512,146.280212,unresolved: no confident spatial match and no strong-name match,,true
Macgregor Peak,591,591,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34611,34611,-42.977972,147.947243,matched via strong spatial match,3008760099,false
Macs Mountain,1413,273,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84159,84159,-41.935934,145.983796,matched via strong spatial match,2318212947,false
Manuka Peak,884,224,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78013,78013,-42.875068,146.405976,matched via strong spatial match,2397306555,false
Marriotts Lookout,1101,195,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76417,76417,-42.764414,146.677927,matched via strong spatial match,2418790350,false
Maxwell Ridge,1060,170,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78258,78258,-43.490884,146.721296,"matched via exact name (spatial diff: 301.5m, elev diff: 0m)",2396019208,false
McKays Peak,744,204,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77870,77870,-42.222384,146.053276,matched via strong spatial match,2395799815,false
Mensa Moor,1365,155,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=36232,36232,-41.583218,147.642758,matched via strong spatial match,2362600054,false
Mewstone,150,150,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74112,74112,-43.73805,146.372051,unresolved: no confident spatial match and no strong-name match,,true
Middle Hill,327,323,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119837,119837,-42.719,148.042,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Middle Hill),,false
Millers Bluff,1213,448,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76397,76397,-41.916457,147.163928,"matched via exact name (spatial diff: 2.2km, elev diff: 2m)",2368129843,false
Misery Hill,373,153,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77038,77038,-41.887343,145.39842,unresolved: no confident spatial match and no strong-name match,,true
Moores Lookout,414,174,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78039,78039,-42.79433,145.683582,unresolved: no confident spatial match and no strong-name match,,true
Morning Hill,204,154,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78284,78284,-43.334481,145.986156,matched via strong spatial match,13697381826,false
Moulders Hill,240,163,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78247,78247,-43.599445,146.888065,matched via strong spatial match,2938842651,false
Mount Achilles,1363,173,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34570,34570,-41.859237,145.977722,matched via strong spatial match,1832760293,false
Mount Agamemnon,1238,168,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76438,76438,-42.291632,145.884372,matched via strong spatial match,2369892389,false
Mount Agnew,848,618,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34608,34608,-41.893594,145.227018,"matched via exact name (spatial diff: 54.2m, elev diff: 2m)",3008760125,false
Mount Albert,1125,305,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76412,76412,-41.34898,147.8722,matched via strong spatial match,2362996807,false
Mount Aldebaran,1107,237,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76458,76458,-43.177423,146.342826,"matched via exact name (spatial diff: 55.5m, elev diff: 0m)",2358353304,false
Mount Alma,876,366,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77832,77832,-42.17724,145.967188,matched via strong spatial match,2374581407,false
Mount Amos,454,159,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74184,74184,-42.15369,148.299473,matched via strong spatial match,3260073449,false
Mount Anne,1423,963,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11536,11536,-42.942968,146.423899,matched via strong spatial match,2350821289,false
Mount Arthur,1188,709,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34592,34592,-41.277546,147.289734,matched via strong spatial match,2407546513,false
Mount Balfour,436,186,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=136156,136156,-41.287,144.882,matched via strong spatial match,3008760132,false
Mount Barrow,1414,807,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11505,11505,-41.376323,147.418061,matched via strong spatial match,2408666514,false
Mount Beattie,276,236,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78279,78279,-43.362193,146.115932,matched via strong spatial match,2939016579,false
Mount Beecroft,1140,210,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84154,84154,-41.572708,145.83782,matched via strong spatial match,2345419645,false
Mount Berry,651,561,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78231,78231,-43.302633,146.022656,matched via strong spatial match,2939016580,false
Mount Bertha,703,217,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100397,100397,-41.28729,145.24041,matched via strong spatial match,3008760335,false
Mount Bethune,508,208,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=229653,229653,-42.601,146.757,"matched via exact name (spatial diff: 59.0m, elev diff: 0m)",2374724485,false
Mount Bischoff,785,165,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=222371,222371,-41.428,145.521,matched via strong spatial match,3008760336,false
Mount Bisdee,1005,245,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78262,78262,-43.431123,146.683745,matched via strong spatial match,2395994067,false
Mount Black,929,439,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77025,77025,-41.762621,145.564224,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Black) (nearest 31.5m),,false
Mount Blackboy,882,162,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100857,100857,-41.401721,147.877897,matched via strong spatial match,2363010587,false
Mount Block,805,175,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=120079,120079,-41.655,145.64,"matched via exact name (spatial diff: 53.2m, elev diff: 1m)",2351733005,false
Mount Bobs,1111,601,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34610,34610,-43.294682,146.596989,matched via strong spatial match,2371745702,false
Mount Bowes,956,386,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78012,78012,-42.855314,146.40883,matched via strong spatial match,2397306553,false
Mount Braddon,727,387,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78236,78236,-43.182336,146.148849,matched via strong spatial match,2964280777,false
Mount Bruny,504,154,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=136262,136262,-43.48,147.29,matched via strong spatial match,2491842520,false
Mount Byron,1375,341,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84145,84145,-42.030074,146.059542,matched via strong spatial match,1830656401,false
Mount Cameron,551,471,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=49538,49538,-40.98181,147.94182,matched via strong spatial match,3008760344,false
Mount Campbell,1248,188,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76404,76404,-41.655985,145.972939,matched via strong spatial match,2359586462,false
Mount Capuchin,200,200,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74090,74090,-39.946859,148.331909,unresolved: no confident spatial match and no strong-name match,,true
Mount Cattley,944,184,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=120080,120080,-41.49,145.858,"matched via exact name (spatial diff: 234.7m, elev diff: 0m)",2348680785,false
Mount Cawthorn,731,214,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78124,78124,-42.901339,146.131704,matched via strong spatial match,2442061857,false
Mount Chappell,198,198,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74107,74107,-40.273469,147.927303,"matched via exact name (spatial diff: 158.9m, elev diff: 0m)",3008760347,false
Mount Charles,1046,257,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100404,100404,-42.156442,146.24946,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Charles) (nearest 17.5m),,false
Mount Charter,840,160,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100873,100873,-41.6223,145.675675,matched via strong spatial match,2351785070,false
Mount Clark,489,399,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119774,119774,-43.106,147.781,"matched via exact name (spatial diff: 360.2m, elev diff: 5m)",3008760351,false
Mount Claude,1036,288,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=92752,92752,-41.491558,146.198051,"matched via exact name (spatial diff: 79.9m, elev diff: 2m)",2359947600,false
Mount Cleveland - Northeast Peak,885,386,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=75174,75174,-41.444708,145.387583,unresolved: no confident spatial match and no strong-name match (nearest 996.7m),,false
Mount Clytemnestra,1271,274,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76436,76436,-42.285782,145.817906,matched via strong spatial match,2369892387,false
Mount Columba,1042,172,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78165,78165,-43.167204,146.301005,matched via strong spatial match,2358213439,false
Mount Counsel,806,486,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74118,74118,-43.448371,146.23498,unresolved: no confident spatial match and no strong-name match,,true
Mount Cripps,943,203,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100392,100392,-41.582061,145.766435,"matched via exact name (spatial diff: 200.3m, elev diff: 0m)",2351785819,false
Mount Cullen North,751,443,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78121,78121,-42.830991,146.171658,unresolved: no confident spatial match and no strong-name match (nearest 682.7m),,false
Mount Curly,1065,205,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77994,77994,-42.528765,146.184211,matched via strong spatial match,2452437202,false
Mount Cuvier,1378,268,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84144,84144,-42.02526,146.02448,matched via strong spatial match,2364313122,false
Mount Darwin,1034,490,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77904,77904,-42.254887,145.585585,matched via strong spatial match,2374606747,false
Mount Direction,448,218,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119862,119862,-42.798,147.308,matched via strong spatial match,3008760358,false
Mount Donaldson,438,261,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74977,74977,-41.609539,145.065976,matched via strong spatial match,3008760361,false
Mount Dove,486,456,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34576,34576,-42.151658,148.308244,matched via strong spatial match,3008760363,false
Mount Dromedary,990,574,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76056,76056,-42.712727,147.116635,matched via strong spatial match,3008760364,false
Mount Duncan,681,337,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100398,100398,-41.19466,146.03564,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Duncan) (nearest 50.8m),,false
Mount Dundas,1143,423,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84155,84155,-41.895417,145.473404,matched via strong spatial match,2351135555,false
